año,alcaldia,colonia,bimestre,indice_des,CPDomestico,CTDomestico,CPNODomestico,CTNODomestico,CPMixto,CTMixto,consumo_total,consumo_prom
2019,COYOACAN,LOS CIPRESES,3,ALTO,34.15,341.5,406.87,406.87,0.0,0.0,748.37,68.03
2019,COYOACAN,LOS CIPRESES,3,ALTO,31.79,603.94,398.71,398.71,0.0,0.0,1002.65,50.13
2019,COYOACAN,LOS CIPRESES,3,ALTO,27.78,527.83,11.14,22.27,0.0,0.0,550.1,26.2
2019,COYOACAN,LOS CIPRESES,3,ALTO,30.4,608.01,18.05,108.28,76.86,153.73,870.02,31.07
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,31.87,446.21,3.66,3.66,67.87,135.74,585.61,34.45
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,26.31,499.89,7.69,7.69,65.78,263.14,770.72,32.11
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,POPULAR,26.73,882.03,18.54,18.54,33.85,67.71,968.28,26.9
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,30.68,337.51,79.78,159.57,48.65,194.61,691.69,40.69
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,26.99,296.91,64.06,64.06,0.0,0.0,360.97,30.08
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,35.41,566.57,65.63,196.88,53.89,161.66,925.11,42.05
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,25.02,400.26,120.11,480.44,55.6,333.63,1214.33,46.7
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,ALTO,32.55,455.74,117.19,234.38,30.62,61.24,751.36,41.74
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,ALTO,29.95,688.92,7.73,23.18,9.15,9.15,721.25,26.71
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,47.3,425.69,41.23,247.38,62.24,62.24,735.31,45.96
2019,COYOACAN,CULHUACAN CTM SECCION PILOTO,3,BAJO,23.05,414.94,649.04,649.04,0.0,0.0,1063.98,56.0
2019,COYOACAN,PRADOS DE COYOACAN,3,ALTO,21.64,43.28,180.26,360.53,178.08,712.31,1116.12,139.51
2019,COYOACAN,PRADOS DE COYOACAN,3,ALTO,30.06,661.25,16.74,66.95,45.75,91.5,819.7,29.28
2019,COYOACAN,PRADOS DE COYOACAN,3,MEDIO,28.06,56.12,10.37,10.37,0.0,0.0,66.49,22.16
2019,COYOACAN,PRESIDENTES EJIDALES 1A SECCION,3,ALTO,32.36,1229.86,2.97,14.84,76.76,76.76,1321.46,30.03
2019,COYOACAN,SAN FCO CULHUACAN BARRIO DE STA ANA,3,BAJO,40.89,1471.97,18.98,56.93,78.55,549.87,2078.77,45.19
2019,COYOACAN,CARMEN SERDAN,3,BAJO,35.43,283.41,71.37,71.37,32.85,98.56,453.34,37.78
2019,COYOACAN,CARMEN SERDAN,3,BAJO,26.73,400.9,13.72,27.45,40.24,281.71,710.06,29.59
2019,COYOACAN,SAN FCO CULHUACAN BARRIO DE STA ANA,3,POPULAR,23.68,5826.08,22.19,288.43,89.7,986.74,7101.25,26.3
2019,COYOACAN,CARMEN SERDAN,3,BAJO,20.15,241.75,14.94,29.88,40.16,361.48,633.11,27.53
2019,COYOACAN,CARMEN SERDAN,3,POPULAR,32.06,544.94,7.9,15.8,17.7,17.7,578.44,28.92
2019,COYOACAN,EMILIANO ZAPATA FRACCIONAMIENTO POPULAR,3,BAJO,26.38,474.85,0.0,0.0,20.75,62.24,537.09,24.41
2019,COYOACAN,SANTA CECILIA,3,ALTO,37.68,828.99,3.05,3.05,89.67,89.67,921.71,38.4
2019,COYOACAN,CAMPESTRE COYOACAN,3,ALTO,24.36,779.48,125.12,125.12,0.0,0.0,904.6,27.41
2019,COYOACAN,SANTA CECILIA,3,ALTO,24.95,1322.6,14.52,43.57,0.0,0.0,1366.17,24.4
2019,COYOACAN,EX HACIENDA COAPA,3,ALTO,28.45,9304.7,29.32,1055.68,92.0,459.98,10820.36,29.4
2019,COYOACAN,JARDINES DE COYOACAN,3,ALTO,31.09,1057.16,41.99,209.93,0.0,0.0,1267.09,32.49
2019,COYOACAN,JARDINES DE COYOACAN,3,ALTO,31.43,597.19,12.71,152.5,0.0,0.0,749.69,24.18
2019,COYOACAN,JARDINES DE COYOACAN,3,ALTO,23.08,715.5,0.0,0.0,203.12,203.12,918.62,27.84
2019,COYOACAN,JARDINES DE COYOACAN,3,ALTO,24.91,1121.04,33.38,333.81,26.04,26.04,1480.89,26.44
2019,COYOACAN,JARDINES DE COYOACAN,3,ALTO,33.63,403.57,109.52,219.05,0.0,0.0,622.62,44.47
2019,COYOACAN,JARDINES DE COYOACAN,3,ALTO,25.79,954.1,0.0,0.0,0.0,0.0,954.1,25.11
2019,COYOACAN,JARDINES DE COYOACAN,3,ALTO,23.68,473.58,17.28,86.38,57.48,344.9,904.86,29.19
2019,COYOACAN,VILLA QUIETUD,3,POPULAR,21.96,592.82,5.08,15.25,0.0,0.0,608.07,20.27
2019,COYOACAN,VILLA QUIETUD,3,ALTO,31.76,635.11,11.18,67.1,23.19,23.19,725.4,26.87
2019,COYOACAN,VILLA QUIETUD,3,ALTO,26.42,528.47,13.12,26.23,0.0,0.0,554.7,25.21
2019,COYOACAN,VILLA QUIETUD,3,ALTO,23.39,421.04,7.27,7.27,0.0,0.0,428.31,22.54
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,25.68,513.58,4.64,18.58,39.96,79.92,612.08,23.54
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,31.76,825.7,6.1,6.1,37.04,74.09,905.89,31.24
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,33.6,604.72,0.0,0.0,9.26,9.26,613.98,30.7
2019,COYOACAN,EX EJIDO DE SAN FRANCISCO CULHUACAN,3,BAJO,26.77,374.8,5.18,10.37,0.0,0.0,385.17,24.07
2019,COYOACAN,PASEOS DE TAXQUE&A,3,ALTO,30.77,615.46,0.0,0.0,0.0,0.0,615.46,29.31
2019,COYOACAN,PASEOS DE TAXQUE&A,3,ALTO,27.56,1819.04,9.15,9.15,0.0,0.0,1828.19,27.29
2019,COYOACAN,PASEOS DE TAXQUE&A,3,BAJO,23.02,11922.95,33.78,67.57,0.0,0.0,11990.52,23.06
2019,GUSTAVO A. MADERO,GUADALUPE VICTORIA,3,MEDIO,54.84,219.34,2.06,2.06,0.0,0.0,221.4,44.28
2019,GUSTAVO A. MADERO,DEFENSORES DE LA REPUBLICA,3,MEDIO,11.9,23.79,31.38,62.75,31.97,223.77,310.31,28.21
2019,GUSTAVO A. MADERO,DEFENSORES DE LA REPUBLICA,3,MEDIO,34.06,544.98,0.0,0.0,0.0,0.0,544.98,28.68
2019,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3,MEDIO,29.82,656.14,3.66,10.98,22.32,22.32,689.44,26.52
2019,GUSTAVO A. MADERO,DEFENSORES DE LA REPUBLICA,3,MEDIO,36.98,480.71,0.86,1.71,40.8,122.39,604.81,33.6
2019,GUSTAVO A. MADERO,DEFENSORES DE LA REPUBLICA,3,MEDIO,31.46,566.28,0.0,0.0,62.83,125.66,691.94,32.95
2019,GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA,3,POPULAR,35.81,787.73,18.77,37.55,21.0,42.0,867.28,33.36
2019,GUSTAVO A. MADERO,DEFENSORES DE LA REPUBLICA,3,BAJO,34.11,409.29,4.27,4.27,67.31,201.92,615.48,38.47
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,28.77,489.15,99.74,199.47,49.42,49.42,738.04,36.9
2019,GUSTAVO A. MADERO,PANAMERICANA,3,BAJO,20.35,508.76,13.42,40.27,38.31,76.62,625.65,20.86
2019,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3,BAJO,27.41,986.78,17.48,87.4,51.03,153.08,1227.26,27.89
2019,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3,BAJO,9.22,9.22,4.88,14.64,0.84,0.84,24.7,4.94
2019,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3,MEDIO,24.58,467.03,106.5,212.99,23.78,95.14,775.16,31.01
2019,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3,MEDIO,25.33,253.33,14.59,29.18,22.1,88.4,370.91,23.18
2019,GUSTAVO A. MADERO,PANAMERICANA,3,ALTO,24.88,248.84,14.01,98.1,35.64,427.62,774.56,26.71
2019,GUSTAVO A. MADERO,PANAMERICANA,3,MEDIO,25.27,429.51,3.89,11.67,21.7,173.61,614.79,21.96
2019,GUSTAVO A. MADERO,AMPLIACION PANAMERICANA,3,MEDIO,36.84,920.95,0.0,0.0,25.0,199.97,1120.92,32.03
2019,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3,MEDIO,25.37,507.34,15.86,31.72,37.22,186.1,725.16,26.86
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,ALTO,38.65,115.95,7.92,31.68,45.78,137.34,284.97,28.5
2019,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3,MEDIO,27.88,585.46,28.2,28.2,22.95,68.86,682.52,27.3
2019,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3,MEDIO,29.0,376.97,0.0,0.0,15.06,90.36,467.33,23.37
2019,GUSTAVO A. MADERO,PANAMERICANA,3,ALTO,33.23,830.83,0.61,1.22,90.28,180.55,1012.6,34.92
2019,GUSTAVO A. MADERO,PANAMERICANA,3,ALTO,33.12,827.88,4.27,4.27,28.98,57.95,890.1,31.79
2019,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3,POPULAR,55.96,503.68,0.0,0.0,60.83,182.5,686.18,52.78
2019,GUSTAVO A. MADERO,LINDAVISTA SUR,3,MEDIO,28.84,865.21,25.89,103.57,46.57,139.7,1108.48,29.96
2019,GUSTAVO A. MADERO,CHURUBUSCO TEPEYAC,3,ALTO,35.14,1264.93,0.0,0.0,0.0,0.0,1264.93,34.19
2019,GUSTAVO A. MADERO,MONTEVIDEO,3,ALTO,25.24,1211.73,12.14,72.82,46.83,281.0,1565.55,26.09
2019,GUSTAVO A. MADERO,LINDAVISTA SUR,3,ALTO,33.85,643.15,70.12,280.5,57.59,115.18,1038.83,41.55
2019,GUSTAVO A. MADERO,CHURUBUSCO TEPEYAC,3,ALTO,30.65,1348.42,9.58,9.58,58.37,175.1,1533.1,31.94
2019,GUSTAVO A. MADERO,MONTEVIDEO,3,ALTO,31.67,1361.63,70.46,140.91,30.51,152.57,1655.11,33.1
2019,GUSTAVO A. MADERO,MONTEVIDEO,3,BAJO,7.93,7.93,0.0,0.0,0.0,0.0,7.93,3.96
2019,GUSTAVO A. MADERO,PLANETARIO LINDAVISTA,3,ALTO,32.51,1592.98,85.81,257.42,0.0,0.0,1850.4,35.58
2019,GUSTAVO A. MADERO,LINDAVISTA SUR,3,ALTO,27.82,751.18,20.44,20.44,54.9,54.9,826.52,28.5
2019,GUSTAVO A. MADERO,LINDAVISTA SUR,3,ALTO,26.55,823.15,16.96,16.96,37.82,37.82,877.93,26.6
2019,GUSTAVO A. MADERO,CHURUBUSCO TEPEYAC,3,ALTO,22.76,842.14,0.0,0.0,0.0,0.0,842.14,21.59
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,ALTO,29.54,768.1,42.82,128.46,43.03,258.17,1154.73,32.99
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,ALTO,12.62,933.76,15.99,127.93,43.31,346.5,1408.19,15.65
2019,GUSTAVO A. MADERO,CHURUBUSCO TEPEYAC,3,ALTO,24.49,661.23,6.0,18.01,25.65,128.26,807.5,23.07
2019,GUSTAVO A. MADERO,VALLE DEL TEPEYAC,3,ALTO,26.85,832.4,12.81,51.24,39.55,79.1,962.74,26.02
2019,GUSTAVO A. MADERO,VALLE DEL TEPEYAC,3,MEDIO,23.94,933.61,5.18,10.35,12.0,36.0,979.96,22.27
2019,GUSTAVO A. MADERO,VALLE DEL TEPEYAC,3,ALTO,27.43,1206.84,10.08,40.31,206.51,413.02,1660.17,33.2
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,BAJO,21.51,387.19,23.78,166.49,0.0,0.0,553.68,22.15
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,MEDIO,31.0,713.09,12.65,25.3,58.26,174.78,913.17,32.61
2019,GUSTAVO A. MADERO,NUEVA INDUSTRIAL VALLEJO,3,MEDIO,204.6,204.6,38.96,77.91,0.0,0.0,282.51,94.17
2019,GUSTAVO A. MADERO,VALLE DEL TEPEYAC,3,ALTO,25.82,903.55,9.76,9.76,8.38,8.38,921.69,24.91
2019,GUSTAVO A. MADERO,VALLE DEL TEPEYAC,3,MEDIO,29.89,59.78,12.2,12.2,0.0,0.0,71.98,23.99
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,MEDIO,17.68,1927.52,3.07,36.88,41.44,41.44,2005.84,16.44
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,MEDIO,58.31,991.22,24.04,72.11,24.35,170.42,1233.75,45.69
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,MEDIO,29.29,907.84,15.6,202.78,50.77,304.62,1415.24,28.3
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,ALTO,32.71,294.41,52.24,156.72,23.14,138.82,589.95,32.78
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,MEDIO,24.8,173.6,15.26,106.81,0.0,0.0,280.41,20.03
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,BAJO,31.93,734.39,77.92,155.83,69.96,489.7,1379.92,43.12
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,ALTO,29.44,1265.87,17.38,104.26,0.0,0.0,1370.13,27.96
2019,GUSTAVO A. MADERO,PLANETARIO LINDAVISTA,3,ALTO,25.34,836.24,92.72,92.72,46.96,46.96,975.92,27.88
2019,GUSTAVO A. MADERO,PLANETARIO LINDAVISTA,3,ALTO,25.34,836.24,92.72,92.72,46.96,46.96,975.92,27.88
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,ALTO,58.26,116.51,18.9,18.9,40.42,121.26,256.67,42.78
2019,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,3,ALTO,27.65,497.62,11.25,11.25,25.42,76.25,585.12,26.6
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,MEDIO,29.71,297.1,37.84,37.84,59.77,358.6,693.54,40.8
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,55.24,220.98,34.65,34.65,210.01,420.02,675.65,96.52
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,MEDIO,31.7,412.14,34.81,69.62,0.0,0.0,481.76,32.12
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,36.57,585.06,16.27,32.55,43.4,130.19,747.8,35.61
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,31.54,378.47,0.0,0.0,165.97,331.94,710.41,47.36
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,30.15,211.05,48.71,194.83,19.09,57.28,463.16,33.08
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,MEDIO,45.41,317.85,31.52,315.21,21.3,63.9,696.96,34.85
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,36.45,510.35,32.52,325.2,128.7,128.7,964.25,38.57
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,34.73,277.87,40.65,81.29,29.83,149.13,508.29,33.89
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,16.14,306.67,11.99,251.79,41.47,290.28,848.74,18.06
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,27.41,438.49,20.74,62.22,17.92,35.84,536.55,25.55
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,28.78,316.53,151.94,607.75,25.18,75.55,999.83,55.55
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,31.97,95.91,146.1,584.38,26.84,26.84,707.13,88.39
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,ALTO,53.72,752.01,44.62,178.49,24.59,98.36,1028.86,46.77
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,POPULAR,36.66,733.21,57.95,57.95,45.38,90.75,881.91,38.34
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,44.82,627.42,0.0,0.0,20.6,82.4,709.82,37.36
2019,GUSTAVO A. MADERO,NUEVA VALLEJO,3,POPULAR,31.13,249.06,15.23,197.96,58.87,412.07,859.09,30.68
2019,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,3,ALTO,47.61,904.68,37.82,75.64,14.04,42.12,1022.44,42.6
2019,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,3,ALTO,39.91,1756.16,17.98,53.93,71.98,215.94,2026.03,40.52
2019,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,3,ALTO,28.03,756.68,28.94,202.57,93.82,469.11,1428.36,36.62
2019,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,3,ALTO,40.09,280.64,66.22,198.65,87.85,87.85,567.14,51.56
2019,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,3,ALTO,22.48,44.95,7.93,7.93,40.62,81.24,134.12,26.82
2019,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,3,ALTO,29.12,174.73,61.26,122.51,17.23,51.7,348.94,31.72
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,29.1,87.31,0.0,0.0,43.57,392.12,479.43,36.88
2019,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,3,MEDIO,46.2,739.17,40.73,162.93,52.68,210.7,1112.8,46.37
2019,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,3,ALTO,29.83,686.11,8.54,17.08,49.01,147.03,850.22,30.36
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,29.03,609.61,3.61,10.82,62.08,434.56,1054.99,34.03
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,33.68,673.64,10.37,20.74,34.4,206.41,900.79,32.17
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,29.17,583.32,1.22,1.22,102.51,307.52,892.06,37.17
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,57.14,228.54,1.91,3.82,49.1,392.78,625.14,44.65
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,37.82,869.79,0.0,0.0,70.77,70.77,940.56,37.62
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,40.58,365.25,2.85,8.54,50.2,451.78,825.57,39.31
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,28.62,343.5,2.74,5.49,77.31,309.24,658.23,36.57
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,38.08,380.76,1.52,3.05,32.04,224.28,608.09,32.0
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,40.9,695.28,14.26,28.52,67.59,337.93,1061.73,44.24
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,32.22,289.94,2.44,4.87,37.41,224.47,519.28,30.55
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,36.5,584.03,12.1,72.6,58.35,350.09,1006.72,35.95
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,36.66,879.79,22.19,155.32,92.55,370.2,1405.31,40.15
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,42.7,1024.81,10.75,32.25,54.16,379.15,1436.21,42.24
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,31.75,317.48,87.82,526.9,60.82,364.9,1209.28,54.97
2019,GUSTAVO A. MADERO,SANTA ROSA,3,BAJO,34.98,944.51,12.41,49.63,28.7,114.79,1108.93,31.68
2019,GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA,3,BAJO,30.26,574.89,1.22,2.44,40.46,404.62,981.95,31.68
2019,GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA,3,BAJO,42.3,676.8,13.06,52.25,38.25,38.25,767.3,36.54
2019,GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA,3,BAJO,42.54,255.27,0.0,0.0,43.92,43.92,299.19,37.4
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,42.19,1561.19,3.89,7.78,71.35,214.04,1783.01,42.45
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,36.55,1023.39,14.03,14.03,59.39,534.54,1571.96,41.37
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,26.84,161.05,40.43,40.43,67.07,469.49,670.97,47.93
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,47.51,332.59,23.8,23.8,82.11,410.54,766.93,58.99
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,64.05,256.19,17.69,17.69,77.16,154.32,428.2,61.17
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,49.05,1324.34,14.94,29.89,21.89,153.24,1507.47,41.87
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,43.92,131.76,108.58,108.58,66.74,400.45,640.79,64.08
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,51.9,2127.72,28.67,28.67,42.28,211.38,2367.77,50.38
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,ALTO,79.3,79.3,7.87,15.74,166.64,166.64,261.68,65.42
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,55.57,1500.43,12.04,12.04,31.89,95.67,1608.14,51.88
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,28.39,510.96,8.45,8.45,43.11,301.79,821.2,31.58
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,38.14,724.61,6.06,12.13,72.58,653.25,1389.99,46.33
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,59.27,1363.29,7.08,42.45,64.36,579.27,1985.01,52.24
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,40.7,1221.15,23.79,23.79,87.97,439.84,1684.78,46.8
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,45.89,963.66,40.2,40.2,36.41,218.45,1222.31,43.65
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,65.83,1184.91,31.26,156.3,40.17,361.53,1702.74,53.21
2019,GUSTAVO A. MADERO,DEFENSORES DE LA REPUBLICA,3,BAJO,20.29,791.49,5.55,49.94,57.34,114.68,956.11,19.12
2019,GUSTAVO A. MADERO,AMPL. PROGRESO NACIONAL,3,BAJO,38.97,1364.07,13.12,26.25,53.48,481.31,1871.63,40.69
2019,GUSTAVO A. MADERO,AMPL. PROGRESO NACIONAL,3,BAJO,41.93,1677.11,17.41,52.22,41.69,125.08,1854.41,40.31
2019,GUSTAVO A. MADERO,LINDAVISTA NORTE,3,ALTO,33.57,1745.53,0.0,0.0,18.92,18.92,1764.45,32.67
2019,GUSTAVO A. MADERO,AMPL. PROGRESO NACIONAL,3,BAJO,41.28,1197.03,10.06,20.13,64.05,192.16,1409.32,41.45
2019,GUSTAVO A. MADERO,AMPL. PROGRESO NACIONAL,3,BAJO,41.33,1322.59,12.05,36.14,89.01,267.02,1625.75,42.78
2019,GUSTAVO A. MADERO,AMPL. PROGRESO NACIONAL,3,BAJO,37.26,968.73,7.93,7.93,79.39,396.95,1373.61,42.93
2019,GUSTAVO A. MADERO,AMPL. PROGRESO NACIONAL,3,POPULAR,35.19,985.36,18.91,18.91,53.2,266.0,1270.27,37.36
2019,GUSTAVO A. MADERO,LINDAVISTA SUR,3,ALTO,27.26,845.09,49.29,147.86,26.24,26.24,1019.19,29.12
2019,GUSTAVO A. MADERO,LINDAVISTA SUR,3,ALTO,31.71,856.3,23.66,236.6,40.35,443.8,1536.7,32.01
2019,GUSTAVO A. MADERO,LINDAVISTA SUR,3,ALTO,28.29,1244.68,50.78,50.78,73.28,512.94,1808.4,34.78
2019,GUSTAVO A. MADERO,LINDAVISTA SUR,3,ALTO,35.87,1614.04,28.87,86.62,41.39,124.17,1824.83,35.78
2019,GUSTAVO A. MADERO,LINDAVISTA SUR,3,ALTO,27.13,922.48,38.92,350.26,31.16,311.64,1584.38,29.89
2019,GUSTAVO A. MADERO,GUADALUPE PROLETARIA,3,BAJO,20.56,616.93,31.59,31.59,0.0,0.0,648.52,20.92
2019,GUSTAVO A. MADERO,GUADALUPE VICTORIA,3,MEDIO,20.51,143.59,34.08,68.17,224.9,449.8,661.56,60.14
2019,GUSTAVO A. MADERO,GUADALUPE PROLETARIA,3,BAJO,29.55,1772.9,45.34,181.35,68.12,1021.8,2976.05,37.67
2019,GUSTAVO A. MADERO,GUADALUPE PROLETARIA,3,BAJO,27.67,940.62,20.43,40.86,44.8,268.81,1250.29,29.77
2019,GUSTAVO A. MADERO,GUADALUPE PROLETARIA,3,BAJO,35.13,1159.3,7.42,29.66,38.89,155.55,1344.51,32.79
2019,GUSTAVO A. MADERO,AMPL. PROGRESO NACIONAL,3,BAJO,53.22,1383.83,29.89,29.89,47.32,331.27,1744.99,51.32
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,39.14,743.74,6.14,12.28,44.11,176.43,932.45,37.3
2019,GUSTAVO A. MADERO,PROGRESO NACIONAL,3,BAJO,31.22,593.15,28.62,28.62,60.9,365.41,987.18,37.97
2019,GUSTAVO A. MADERO,SANTIAGO ATEPETLAC,3,BAJO,52.15,990.8,23.62,23.62,21.4,64.2,1078.62,46.9
2019,GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA,3,POPULAR,39.17,2311.26,117.24,1289.62,41.17,329.39,3930.27,50.39
2019,GUSTAVO A. MADERO,SANTIAGO ATEPETLAC,3,BAJO,54.06,1297.47,15.86,15.86,51.78,621.41,1934.74,52.29
2019,GUSTAVO A. MADERO,TLACAMACA,3,POPULAR,31.18,841.77,120.17,1682.44,39.78,159.1,2683.31,59.63
2019,GUSTAVO A. MADERO,SANTIAGO ATEPETLAC,3,BAJO,41.68,1542.06,24.4,73.2,33.13,165.65,1780.91,39.58
2019,GUSTAVO A. MADERO,TLACAMACA,3,BAJO,195.72,195.72,1090.62,2181.24,39.45,197.26,2574.22,321.78
2019,GUSTAVO A. MADERO,LA PURISIMA TICOMAN,3,ALTO,25.84,335.87,4.88,4.88,18.43,55.29,396.04,23.3
2019,GUSTAVO A. MADERO,SANTA MARIA TICOMAN,3,BAJO,20.53,61.58,3.34,6.68,62.18,124.36,192.62,27.52
2019,GUSTAVO A. MADERO,MAXIMINO AVILA CAMACHO,3,MEDIO,31.99,95.96,23.4,93.58,64.51,516.05,705.59,47.04
2019,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,3,ALTO,0.93,99.51,798.3,7184.67,0.0,0.0,7284.18,62.79
2019,GUSTAVO A. MADERO,LA PURISIMA TICOMAN,3,BAJO,28.79,863.71,20.73,20.73,24.85,74.54,958.98,28.21
